User,Assistant,label_num
Is there a possibility of getting a demo?,"We highly value the opportunity to provide a demonstration, as it serves as a valuable tool for gaining a comprehensive understanding of our services. Kindly indicate your specific area of interest in the field of AI by selecting from the following options",55
Do you give the demo of your things,"We highly value the opportunity to provide a demonstration, as it serves as a valuable tool for gaining a comprehensive understanding of our services. Kindly indicate your specific area of interest in the field of AI by selecting from the following options",55
Give me the demo ,"We highly value the opportunity to provide a demonstration, as it serves as a valuable tool for gaining a comprehensive understanding of our services. Kindly indicate your specific area of interest in the field of AI by selecting from the following options",55
I want a demo based on your prodcts,"We highly value the opportunity to provide a demonstration, as it serves as a valuable tool for gaining a comprehensive understanding of our services. Kindly indicate your specific area of interest in the field of AI by selecting from the following options",55
Can you provide me with a demo,"We highly value the opportunity to provide a demonstration, as it serves as a valuable tool for gaining a comprehensive understanding of our services. Kindly indicate your specific area of interest in the field of AI by selecting from the following options",55
A demo will be nice ,"We highly value the opportunity to provide a demonstration, as it serves as a valuable tool for gaining a comprehensive understanding of our services. Kindly indicate your specific area of interest in the field of AI by selecting from the following options",55
satisfy,We greatly appreciate your satisfaction with our work. Your positive feedback motivates us to continue delivering high-quality service. Thank you for your kind acknowledgment.,55
u satisfy me more ,We greatly appreciate your satisfaction with our work. Your positive feedback motivates us to continue delivering high-quality service. Thank you for your kind acknowledgment.,55
I am satisfy,We greatly appreciate your satisfaction with our work. Your positive feedback motivates us to continue delivering high-quality service. Thank you for your kind acknowledgment.,55
Can I get the pricing details,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
Can you give the details of the price,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
Would it be possible for you to share the pricing details with me.,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
 I would like to obtain comprehensive pricing details,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
I would appreciate if you could give me a breakdown of the price.,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
I want to know the price ,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
Whats the price of your things given,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
How can I know the details of the pricing ,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",51
What is the cost of your prodcts,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
Can I know the costing of your company,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
I require a thorough understanding of the costing you are providing,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
I am interested in knowing the entirety of the costing you are offering.,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
I would greatly appreciate it if you could share the complete details of the costing you are providing,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
I want know the full details of the costing you are providing,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
Give me the full details of costing,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
I want to know the costing ,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
How can I know the details of the costing,"The details of the price or cost will be decided based on the service you are seeking from us, we are happy to help in many aspects in the field of AI, for more detailed overview you can contact us by the following methods.",52
You need improvement,"We appreciate your valuable feedback, and we will promptly relay it to our development team to enhance and optimize our offerings for an improved experience in the future. Thank you for bringing this to our attention.",43
I think improvement is needed,"We appreciate your valuable feedback, and we will promptly relay it to our development team to enhance and optimize our offerings for an improved experience in the future. Thank you for bringing this to our attention.",43
You should work on improvement,"We appreciate your valuable feedback, and we will promptly relay it to our development team to enhance and optimize our offerings for an improved experience in the future. Thank you for bringing this to our attention.",43
Is there a way for improvement,"We appreciate your valuable feedback, and we will promptly relay it to our development team to enhance and optimize our offerings for an improved experience in the future. Thank you for bringing this to our attention.",43
Improvement is essential.,"We appreciate your valuable feedback, and we will promptly relay it to our development team to enhance and optimize our offerings for an improved experience in the future. Thank you for bringing this to our attention.",43
